,OrderWeek,Segment,City,State,Region,SubCategory,Discount
4862,45,Corporate,New York City,New York,East,Binders,YES
4863,45,Corporate,New York City,New York,East,Binders,YES
4864,26,Consumer,New York City,New York,East,Phones,NO
4865,46,Consumer,Seattle,Washington,West,Chairs,YES
4867,46,Consumer,Seattle,Washington,West,Storage,NO
4868,46,Consumer,Seattle,Washington,West,Labels,NO
4869,47,Corporate,Lancaster,Pennsylvania,East,Phones,YES
4870,47,Corporate,Lancaster,Pennsylvania,East,Paper,YES
4871,21,Consumer,Houston,Texas,Central,Fasteners,YES
4873,21,Consumer,Houston,Texas,Central,Storage,YES
4875,49,Corporate,Columbus,Ohio,East,Accessories,YES
4876,40,Home Office,Durham,North Carolina,South,Storage,YES
4877,40,Home Office,Durham,North Carolina,South,Art,YES
4879,44,Corporate,Henderson,Kentucky,South,Envelopes,NO
4880,44,Corporate,Henderson,Kentucky,South,Chairs,NO
4881,44,Corporate,Henderson,Kentucky,South,Accessories,NO
4882,44,Corporate,Henderson,Kentucky,South,Storage,NO
4883,10,Consumer,Anaheim,California,West,Binders,YES
4884,10,Consumer,Anaheim,California,West,Art,NO
4885,51,Corporate,Detroit,Michigan,Central,Paper,NO
4886,48,Corporate,Marietta,Georgia,South,Chairs,NO
4887,48,Corporate,Marietta,Georgia,South,Accessories,NO
4888,48,Corporate,Marietta,Georgia,South,Storage,NO
4889,48,Corporate,Marietta,Georgia,South,Storage,NO
4890,51,Corporate,Seattle,Washington,West,Art,NO
4891,51,Corporate,Seattle,Washington,West,Paper,NO
4892,51,Corporate,Seattle,Washington,West,Art,NO
4893,51,Corporate,Seattle,Washington,West,Storage,NO
4894,51,Corporate,Seattle,Washington,West,Paper,NO
4895,51,Corporate,Seattle,Washington,West,Envelopes,NO
4896,51,Corporate,Seattle,Washington,West,Storage,NO
4897,42,Consumer,Parma,Ohio,East,Chairs,YES
4898,42,Consumer,Parma,Ohio,East,Paper,YES
4900,50,Corporate,Anaheim,California,West,Storage,NO
4901,50,Corporate,Anaheim,California,West,Supplies,NO
4902,10,Consumer,New York City,New York,East,Binders,YES
4903,10,Consumer,New York City,New York,East,Labels,NO
4904,49,Corporate,Houston,Texas,Central,Chairs,YES
4905,42,Corporate,Concord,New Hampshire,East,Binders,NO
4906,42,Corporate,Concord,New Hampshire,East,Storage,NO
4908,47,Consumer,Fairfield,Ohio,East,Phones,YES
4909,2,Consumer,Johnson City,Tennessee,South,Envelopes,YES
4910,2,Consumer,Johnson City,Tennessee,South,Paper,YES
4911,2,Consumer,Johnson City,Tennessee,South,Phones,YES
4914,39,Consumer,Seattle,Washington,West,Art,NO
4915,39,Consumer,Seattle,Washington,West,Binders,YES
4916,41,Consumer,League City,Texas,Central,Art,YES
4917,41,Consumer,League City,Texas,Central,Chairs,YES
4918,53,Corporate,Gaithersburg,Maryland,East,Bookcases,NO
4919,53,Corporate,Gaithersburg,Maryland,East,Phones,NO
4921,52,Home Office,Huntsville,Alabama,South,Paper,NO
4922,52,Home Office,Huntsville,Alabama,South,Fasteners,NO
4923,52,Home Office,Huntsville,Alabama,South,Paper,NO
4924,52,Home Office,Huntsville,Alabama,South,Phones,NO
4925,36,Corporate,Lawrence,Massachusetts,East,Art,NO
4926,42,Consumer,Chicago,Illinois,Central,Tables,YES
4927,48,Home Office,Fairfield,Connecticut,East,Paper,NO
4928,48,Home Office,Fairfield,Connecticut,East,Chairs,NO
4929,36,Consumer,New York City,New York,East,Art,NO
4930,36,Consumer,New York City,New York,East,Paper,NO
4931,12,Corporate,Seattle,Washington,West,Art,NO
4932,40,Consumer,Aurora,Colorado,West,Envelopes,YES
4934,40,Consumer,Aurora,Colorado,West,Fasteners,YES
4935,11,Corporate,Lehi,Utah,West,Phones,YES
4936,1,Home Office,Tuscaloosa,Alabama,South,Binders,NO
4937,3,Consumer,San Francisco,California,West,Storage,NO
4938,3,Consumer,San Francisco,California,West,Bookcases,YES
4939,3,Consumer,San Francisco,California,West,Art,NO
4940,6,Consumer,Wilmington,Delaware,East,Chairs,NO
4941,6,Consumer,Wilmington,Delaware,East,Bookcases,NO
4942,6,Consumer,Wilmington,Delaware,East,Art,NO
4943,51,Consumer,Lafayette,Indiana,Central,Storage,NO
4944,36,Consumer,Redondo Beach,California,West,Paper,NO
4945,36,Consumer,Redondo Beach,California,West,Binders,YES
4946,36,Consumer,Redondo Beach,California,West,Fasteners,NO
4947,40,Consumer,Seattle,Washington,West,Labels,NO
4948,48,Consumer,Los Angeles,California,West,Binders,YES
4949,48,Consumer,Los Angeles,California,West,Furnishings,NO
4950,43,Consumer,New York City,New York,East,Art,NO
4951,24,Consumer,Royal Oak,Michigan,Central,Paper,NO
4952,49,Corporate,San Francisco,California,West,Appliances,NO
4953,12,Corporate,New York City,New York,East,Phones,NO
4954,24,Corporate,North Las Vegas,Nevada,West,Art,NO
4955,24,Corporate,North Las Vegas,Nevada,West,Paper,NO
4956,24,Corporate,North Las Vegas,Nevada,West,Furnishings,NO
4958,12,Consumer,Carrollton,Texas,Central,Fasteners,YES
4959,46,Home Office,Los Angeles,California,West,Phones,YES
4960,46,Home Office,Los Angeles,California,West,Appliances,NO
4961,10,Consumer,Seattle,Washington,West,Chairs,YES
4962,10,Consumer,Seattle,Washington,West,Art,NO
4963,10,Consumer,Seattle,Washington,West,Storage,NO
4965,22,Corporate,Columbia,Tennessee,South,Phones,YES
4966,31,Home Office,Providence,Rhode Island,East,Phones,NO
4967,31,Home Office,Providence,Rhode Island,East,Paper,NO
4968,31,Home Office,Providence,Rhode Island,East,Accessories,NO
4969,31,Home Office,Providence,Rhode Island,East,Chairs,NO
4970,44,Corporate,Jacksonville,Florida,South,Chairs,YES
4971,44,Corporate,Jacksonville,Florida,South,Paper,YES
4972,44,Corporate,Jacksonville,Florida,South,Furnishings,YES
4973,44,Corporate,Jacksonville,Florida,South,Paper,YES
4974,45,Home Office,Oceanside,California,West,Paper,NO
4975,38,Corporate,Jacksonville,Florida,South,Accessories,YES
4976,50,Consumer,New York City,New York,East,Binders,YES
4977,50,Consumer,New York City,New York,East,Binders,YES
4978,50,Consumer,New York City,New York,East,Phones,NO
4979,49,Corporate,Chicago,Illinois,Central,Supplies,YES
4981,49,Corporate,Chicago,Illinois,Central,Accessories,YES
4982,46,Corporate,Huntington Beach,California,West,Labels,NO
4983,44,Consumer,San Diego,California,West,Storage,NO
4984,36,Corporate,Nashville,Tennessee,South,Fasteners,YES
4985,36,Consumer,New York City,New York,East,Labels,NO
4986,16,Home Office,Colorado Springs,Colorado,West,Paper,YES
4987,16,Home Office,Colorado Springs,Colorado,West,Chairs,YES
4989,35,Home Office,San Francisco,California,West,Binders,YES
4990,35,Home Office,San Francisco,California,West,Phones,YES
4992,51,Corporate,Memphis,Tennessee,South,Envelopes,YES
4993,51,Corporate,Memphis,Tennessee,South,Labels,YES
4994,51,Corporate,Memphis,Tennessee,South,Furnishings,YES
4995,45,Home Office,New York City,New York,East,Binders,YES
4996,10,Corporate,Raleigh,North Carolina,South,Appliances,YES
4998,4,Home Office,Los Angeles,California,West,Phones,YES
4999,4,Home Office,Los Angeles,California,West,Paper,NO
5000,18,Home Office,Los Angeles,California,West,Accessories,NO
5001,21,Home Office,Newport News,Virginia,South,Supplies,NO
5002,21,Home Office,Newport News,Virginia,South,Paper,NO
5003,40,Consumer,Los Angeles,California,West,Paper,NO
5004,18,Consumer,Jackson,Mississippi,South,Accessories,NO
5005,46,Corporate,Richmond,Indiana,Central,Storage,NO
5006,46,Home Office,New York City,New York,East,Machines,NO
5007,46,Home Office,New York City,New York,East,Storage,NO
5009,37,Corporate,Philadelphia,Pennsylvania,East,Phones,YES
5013,29,Home Office,Cleveland,Ohio,East,Storage,YES
5014,29,Home Office,Cleveland,Ohio,East,Phones,YES
5015,48,Consumer,Toledo,Ohio,East,Furnishings,YES
5016,48,Consumer,Toledo,Ohio,East,Phones,YES
5017,46,Consumer,Los Angeles,California,West,Furnishings,NO
5018,46,Consumer,Los Angeles,California,West,Accessories,NO
5019,46,Consumer,Los Angeles,California,West,Supplies,NO
5020,12,Corporate,New York City,New York,East,Supplies,NO
5021,50,Consumer,San Diego,California,West,Accessories,NO
5022,50,Consumer,San Diego,California,West,Accessories,NO
5023,50,Consumer,San Diego,California,West,Furnishings,NO
5024,30,Consumer,Oklahoma City,Oklahoma,Central,Binders,NO
5025,30,Consumer,Oklahoma City,Oklahoma,Central,Phones,NO
5026,30,Consumer,Oklahoma City,Oklahoma,Central,Appliances,NO
5027,30,Consumer,Oklahoma City,Oklahoma,Central,Chairs,NO
5028,36,Consumer,Chicago,Illinois,Central,Accessories,YES
5029,4,Consumer,San Francisco,California,West,Art,NO
5030,4,Consumer,San Francisco,California,West,Supplies,NO
5031,4,Consumer,San Francisco,California,West,Binders,YES
5032,52,Corporate,Vineland,New Jersey,East,Chairs,NO
5033,52,Corporate,Vineland,New Jersey,East,Appliances,NO
5034,32,Home Office,Milwaukee,Wisconsin,Central,Bookcases,NO
5035,14,Corporate,Seattle,Washington,West,Tables,NO
5036,14,Corporate,Seattle,Washington,West,Accessories,NO
5037,46,Consumer,Naperville,Illinois,Central,Accessories,YES
5038,28,Corporate,Wilmington,Delaware,East,Tables,YES
5039,28,Corporate,Wilmington,Delaware,East,Phones,NO
5040,28,Corporate,Wilmington,Delaware,East,Binders,NO
5041,45,Consumer,Los Angeles,California,West,Paper,NO
5042,45,Consumer,Los Angeles,California,West,Appliances,NO
5043,45,Consumer,Los Angeles,California,West,Furnishings,NO
5044,45,Consumer,Los Angeles,California,West,Paper,NO
5045,45,Consumer,Los Angeles,California,West,Storage,NO
5046,45,Consumer,Los Angeles,California,West,Binders,YES
5047,45,Consumer,Los Angeles,California,West,Art,NO
5049,14,Consumer,Chicago,Illinois,Central,Accessories,YES
5050,38,Home Office,Des Moines,Washington,West,Paper,NO
5051,45,Corporate,Philadelphia,Pennsylvania,East,Envelopes,YES
5052,20,Consumer,Atlanta,Georgia,South,Paper,NO
5053,1,Consumer,Dallas,Texas,Central,Accessories,YES
5054,1,Consumer,Dallas,Texas,Central,Art,YES
5055,1,Consumer,Dallas,Texas,Central,Bookcases,YES
5056,37,Consumer,Moreno Valley,California,West,Paper,NO
5057,37,Consumer,Moreno Valley,California,West,Storage,NO
5059,49,Consumer,Georgetown,Kentucky,South,Phones,NO
5060,49,Consumer,Georgetown,Kentucky,South,Storage,NO
5061,19,Consumer,Minneapolis,Minnesota,Central,Binders,NO
5062,19,Consumer,Minneapolis,Minnesota,Central,Phones,NO
5063,19,Consumer,Minneapolis,Minnesota,Central,Furnishings,NO
5064,38,Consumer,Wilmington,Delaware,East,Phones,NO
5065,48,Consumer,Burlington,North Carolina,South,Accessories,YES
5066,48,Consumer,Burlington,North Carolina,South,Tables,YES
5067,2,Home Office,Los Angeles,California,West,Art,NO
5068,32,Home Office,Trenton,Michigan,Central,Copiers,NO
5069,32,Home Office,Trenton,Michigan,Central,Appliances,YES
5070,32,Home Office,Trenton,Michigan,Central,Envelopes,NO
5071,32,Home Office,Trenton,Michigan,Central,Furnishings,NO
5072,32,Home Office,Trenton,Michigan,Central,Phones,NO
5073,45,Consumer,San Francisco,California,West,Storage,NO
5074,17,Consumer,Los Angeles,California,West,Binders,YES
5075,16,Consumer,Houston,Texas,Central,Tables,YES
5076,16,Consumer,Houston,Texas,Central,Storage,YES
5077,16,Consumer,Houston,Texas,Central,Tables,YES
5078,45,Home Office,Milwaukee,Wisconsin,Central,Binders,NO
5079,47,Consumer,San Francisco,California,West,Bookcases,YES
5080,47,Consumer,San Francisco,California,West,Storage,NO
5081,51,Home Office,Cleveland,Ohio,East,Paper,YES
5082,36,Consumer,Monroe,North Carolina,South,Accessories,YES
5083,36,Consumer,Monroe,North Carolina,South,Paper,YES
5084,23,Corporate,Lowell,Massachusetts,East,Paper,NO
5086,10,Corporate,Philadelphia,Pennsylvania,East,Phones,YES
5087,10,Corporate,Philadelphia,Pennsylvania,East,Accessories,YES
5089,31,Corporate,Loveland,Colorado,West,Paper,YES
5090,31,Corporate,Loveland,Colorado,West,Envelopes,YES
5091,52,Consumer,Loveland,Colorado,West,Fasteners,YES
5092,21,Corporate,Woonsocket,Rhode Island,East,Storage,NO
5094,49,Consumer,Chicago,Illinois,Central,Tables,YES
5095,49,Consumer,Chicago,Illinois,Central,Phones,YES
5098,49,Consumer,Chicago,Illinois,Central,Storage,YES
5099,32,Home Office,Bakersfield,California,West,Binders,YES
5100,12,Consumer,Dallas,Texas,Central,Art,YES
5101,12,Consumer,Dallas,Texas,Central,Paper,YES
5102,12,Consumer,Dallas,Texas,Central,Paper,YES
5103,13,Consumer,Philadelphia,Pennsylvania,East,Paper,YES
5104,13,Consumer,Philadelphia,Pennsylvania,East,Accessories,YES
5105,50,Consumer,Deltona,Florida,South,Chairs,YES
5106,38,Corporate,Columbus,Georgia,South,Accessories,NO
5107,17,Home Office,Nashville,Tennessee,South,Art,YES
5108,17,Home Office,Nashville,Tennessee,South,Art,YES
5109,42,Corporate,Philadelphia,Pennsylvania,East,Envelopes,YES
5110,42,Corporate,Philadelphia,Pennsylvania,East,Storage,YES
5111,42,Corporate,Philadelphia,Pennsylvania,East,Paper,YES
5113,4,Consumer,Dallas,Texas,Central,Paper,YES
5114,46,Consumer,Carlsbad,New Mexico,West,Binders,YES
5115,30,Consumer,Philadelphia,Pennsylvania,East,Labels,YES
5116,45,Consumer,New York City,New York,East,Storage,NO
5117,39,Consumer,Oceanside,New York,East,Fasteners,NO
5118,39,Consumer,Oceanside,New York,East,Machines,NO
5119,39,Consumer,Oceanside,New York,East,Binders,YES
5120,14,Corporate,Lafayette,Louisiana,South,Storage,NO
5121,14,Corporate,Lafayette,Louisiana,South,Accessories,NO
5122,14,Corporate,Lafayette,Louisiana,South,Paper,NO
5123,14,Corporate,Lafayette,Louisiana,South,Paper,NO
5124,37,Consumer,New York City,New York,East,Tables,YES
5125,37,Consumer,New York City,New York,East,Envelopes,NO
5126,37,Consumer,New York City,New York,East,Machines,NO
5127,37,Consumer,New York City,New York,East,Appliances,NO
5128,37,Consumer,New York City,New York,East,Phones,NO
5129,37,Consumer,New York City,New York,East,Phones,NO
5130,37,Consumer,New York City,New York,East,Paper,NO
5131,52,Corporate,Anaheim,California,West,Furnishings,NO
5132,25,Consumer,Deltona,Florida,South,Phones,YES
5133,47,Home Office,New York City,New York,East,Appliances,NO
5134,47,Home Office,New York City,New York,East,Binders,YES
5135,42,Home Office,Seattle,Washington,West,Fasteners,NO
5136,51,Consumer,San Diego,California,West,Binders,YES
5137,45,Corporate,Oklahoma City,Oklahoma,Central,Furnishings,NO
5138,39,Consumer,Mount Vernon,New York,East,Envelopes,NO
5139,39,Consumer,Mount Vernon,New York,East,Paper,NO
5140,45,Consumer,San Francisco,California,West,Accessories,NO
5141,13,Consumer,New York City,New York,East,Chairs,YES
5142,13,Consumer,New York City,New York,East,Supplies,NO
5143,13,Consumer,New York City,New York,East,Binders,YES
5144,5,Consumer,Los Angeles,California,West,Furnishings,NO
5145,5,Consumer,Los Angeles,California,West,Storage,NO
5146,5,Consumer,Los Angeles,California,West,Appliances,NO
5147,51,Home Office,Chandler,Arizona,West,Furnishings,YES
5148,51,Home Office,Chandler,Arizona,West,Chairs,YES
5149,25,Consumer,Long Beach,New York,East,Phones,NO
5150,10,Corporate,San Francisco,California,West,Storage,NO
5151,39,Corporate,Helena,Montana,West,Storage,NO
5152,27,Consumer,New York City,New York,East,Binders,YES
5153,27,Consumer,New York City,New York,East,Art,NO
5154,32,Consumer,Kirkwood,Missouri,Central,Binders,NO
5155,32,Consumer,Kirkwood,Missouri,Central,Furnishings,NO
5156,26,Home Office,Chicago,Illinois,Central,Phones,YES
5157,26,Home Office,Chicago,Illinois,Central,Chairs,YES
5159,44,Corporate,Peoria,Arizona,West,Phones,YES
5160,44,Corporate,Peoria,Arizona,West,Phones,YES
5161,31,Corporate,Seattle,Washington,West,Bookcases,NO
5162,46,Consumer,Taylor,Michigan,Central,Chairs,NO
5163,28,Consumer,Pasadena,California,West,Chairs,YES
5164,46,Consumer,Midland,Michigan,Central,Art,NO
5165,46,Consumer,Midland,Michigan,Central,Paper,NO
5166,46,Consumer,Midland,Michigan,Central,Paper,NO
5167,46,Consumer,Midland,Michigan,Central,Chairs,NO
5168,46,Consumer,Midland,Michigan,Central,Storage,NO
5169,46,Consumer,Midland,Michigan,Central,Storage,NO
5170,21,Corporate,Detroit,Michigan,Central,Chairs,NO
5171,21,Corporate,Detroit,Michigan,Central,Paper,NO
5172,21,Corporate,Detroit,Michigan,Central,Paper,NO
5173,10,Corporate,Pueblo,Colorado,West,Art,YES
5175,42,Consumer,Waco,Texas,Central,Bookcases,YES
5176,44,Consumer,San Francisco,California,West,Binders,YES
5177,52,Corporate,New York City,New York,East,Binders,YES
5178,16,Corporate,Los Angeles,California,West,Furnishings,NO
5179,16,Corporate,Los Angeles,California,West,Phones,YES
5180,16,Corporate,Los Angeles,California,West,Appliances,NO
5181,37,Corporate,Woonsocket,Rhode Island,East,Paper,NO
5182,37,Corporate,Woonsocket,Rhode Island,East,Binders,NO
5183,38,Consumer,Columbus,Georgia,South,Storage,NO
5184,38,Consumer,Columbus,Georgia,South,Binders,NO
5185,41,Consumer,Jacksonville,Florida,South,Storage,YES
5186,48,Home Office,Philadelphia,Pennsylvania,East,Phones,YES
5187,37,Consumer,Columbus,Indiana,Central,Accessories,NO
5188,37,Consumer,Columbus,Indiana,Central,Chairs,NO
5189,46,Consumer,Pasadena,Texas,Central,Accessories,YES
5190,46,Consumer,Pasadena,Texas,Central,Art,YES
5191,18,Consumer,San Francisco,California,West,Envelopes,NO
5192,48,Corporate,Columbia,South Carolina,South,Furnishings,NO
5193,48,Corporate,Columbia,South Carolina,South,Paper,NO
5194,48,Corporate,Columbia,South Carolina,South,Art,NO
5195,48,Corporate,Columbia,South Carolina,South,Binders,NO
5196,19,Consumer,Kent,Washington,West,Envelopes,NO
5197,19,Consumer,Kent,Washington,West,Phones,YES
5198,9,Consumer,Round Rock,Texas,Central,Supplies,YES
5199,9,Consumer,Round Rock,Texas,Central,Fasteners,YES
5200,9,Consumer,Round Rock,Texas,Central,Phones,YES
5201,9,Consumer,Round Rock,Texas,Central,Accessories,YES
5202,33,Consumer,Oakland,California,West,Furnishings,NO
5203,33,Consumer,Oakland,California,West,Storage,NO
5204,37,Consumer,Auburn,New York,East,Art,NO
5205,37,Consumer,Auburn,New York,East,Storage,NO
5206,37,Consumer,Auburn,New York,East,Fasteners,NO
5207,37,Consumer,Auburn,New York,East,Labels,NO
5208,37,Consumer,Auburn,New York,East,Paper,NO
5209,37,Consumer,Auburn,New York,East,Envelopes,NO
5210,3,Corporate,Newark,Delaware,East,Storage,NO
5211,20,Consumer,New York City,New York,East,Storage,NO
5212,39,Consumer,Redlands,California,West,Storage,NO
5213,39,Consumer,Redlands,California,West,Labels,NO
5214,39,Consumer,Redlands,California,West,Art,NO
5215,39,Consumer,Redlands,California,West,Paper,NO
5216,36,Consumer,Roseville,Michigan,Central,Envelopes,NO
5217,15,Corporate,Los Angeles,California,West,Paper,NO
5218,23,Corporate,New York City,New York,East,Art,NO
5220,35,Consumer,Detroit,Michigan,Central,Chairs,NO
5221,20,Home Office,Springfield,Missouri,Central,Appliances,NO
5222,20,Home Office,Springfield,Missouri,Central,Phones,NO
5223,20,Home Office,Springfield,Missouri,Central,Binders,NO
5224,37,Consumer,Los Angeles,California,West,Paper,NO
5225,25,Consumer,New York City,New York,East,Binders,YES
5226,25,Consumer,New York City,New York,East,Binders,YES
5227,25,Consumer,New York City,New York,East,Bookcases,YES
5228,48,Home Office,San Francisco,California,West,Paper,NO
5229,11,Consumer,Fresno,California,West,Binders,YES
5230,11,Consumer,Fresno,California,West,Tables,YES
5231,11,Consumer,Fresno,California,West,Furnishings,NO
5232,11,Consumer,Fresno,California,West,Binders,YES
5233,42,Corporate,Texarkana,Arkansas,South,Chairs,NO
5234,34,Consumer,San Francisco,California,West,Tables,YES
5235,46,Corporate,Indianapolis,Indiana,Central,Appliances,NO
